,Emp No,Month,Department,rank,week_ot,weekend_ot,night_ot,net_ot,weekend_ratio
1180,180,6,A,G1D,16.42857142857143,1.4285714285714286,4.285714285714286,15.000000000000002,0.09523809523809523
1181,181,6,B,G3,35.652173913043484,6.666666666666666,0.8695652173913044,28.98550724637682,0.22999999999999993
1182,182,6,A,G1D,13.571428571428573,6.428571428571429,6.428571428571429,7.142857142857144,0.8999999999999999
1183,183,6,A,G3,10.434782608695652,0.0,8.695652173913045,10.434782608695652,0.0
1184,184,6,B,G1D,27.142857142857146,0.7142857142857143,7.142857142857143,26.42857142857143,0.027027027027027025
1185,185,6,A,G3,31.30434782608696,3.8095238095238093,2.608695652173913,27.49482401656315,0.13855421686746985
1186,186,6,D,G1D,1.4285714285714286,2.857142857142857,6.428571428571429,7.0,0.0
1187,187,6,C,G1D,16.42857142857143,4.285714285714286,7.142857142857143,12.142857142857146,0.35294117647058815
1188,188,6,C,G2,17.27272727272727,1.8181818181818181,6.363636363636363,15.454545454545451,0.11764705882352944
1189,189,6,B,G1S,16.25,3.75,3.75,12.5,0.3
1190,190,6,D,G3,20.869565217391305,5.714285714285714,0.0,15.15527950310559,0.3770491803278689
1191,191,6,C,G2,21.818181818181817,4.545454545454545,4.545454545454545,17.272727272727273,0.2631578947368421
1192,192,6,C,G2,5.454545454545454,0.0,5.454545454545454,5.454545454545454,0.0
1193,193,6,D,G1D,30.000000000000004,0.7142857142857143,2.857142857142857,29.28571428571429,0.024390243902439022
1194,194,6,A,G2,16.363636363636363,10.0,0.0,6.363636363636363,1.0
1195,195,6,B,G2,32.72727272727273,7.2727272727272725,10.0,25.454545454545453,0.2857142857142857
1196,196,6,B,G1D,10.0,2.142857142857143,5.714285714285714,7.857142857142858,0.2727272727272727
1197,197,6,D,G1D,20.0,7.142857142857143,2.857142857142857,12.857142857142858,0.5555555555555556
1198,198,6,A,G1S,19.375,1.875,5.625,17.5,0.10714285714285714
1199,199,6,C,G1D,12.142857142857144,0.7142857142857143,5.0,11.42857142857143,0.06249999999999999
1200,0,7,B,G1S,6.25,0.0,6.25,6.25,0.0
1201,1,7,D,G1D,2.857142857142857,7.142857142857143,7.857142857142858,7.0,0.0
1202,2,7,B,G1S,23.75,6.25,0.625,17.5,0.35714285714285715
1203,3,7,C,G3,31.30434782608696,7.619047619047619,1.7391304347826089,23.68530020703934,0.3216783216783216
1204,4,7,A,G1S,21.875,1.875,4.375,20.0,0.09375
1205,5,7,B,G1S,6.875,5.0,6.25,1.875,1.0
1206,6,7,D,G1D,2.857142857142857,1.4285714285714286,0.0,1.4285714285714286,1.0
1207,7,7,D,G2,29.999999999999996,2.727272727272727,10.0,27.27272727272727,0.1
1208,8,7,C,G1D,26.42857142857143,0.7142857142857143,2.857142857142857,25.714285714285715,0.027777777777777776
1209,9,7,B,G1D,13.571428571428573,0.7142857142857143,0.7142857142857143,12.85714285714286,0.055555555555555546
1210,10,7,A,G1S,8.125,3.75,5.0,4.375,0.8571428571428571
1211,11,7,C,G1S,11.875,0.0,1.875,11.875,0.0
1212,12,7,C,G2,0.9090909090909091,6.363636363636363,0.9090909090909091,11.0,0.0
1213,13,7,D,G1D,2.142857142857143,0.0,7.857142857142858,2.142857142857143,0.0
1214,14,7,D,G1D,25.0,6.428571428571429,5.714285714285714,18.57142857142857,0.3461538461538462
1215,15,7,B,G1S,26.875,3.125,0.625,23.75,0.13157894736842105
1216,16,7,B,G1S,3.125,6.25,5.0,4.0,0.0
1217,17,7,C,G1D,14.285714285714286,2.142857142857143,0.0,12.142857142857144,0.1764705882352941
1218,18,7,D,G1S,14.375,6.25,4.375,8.125,0.7692307692307693
1219,19,7,C,G2,20.0,7.2727272727272725,7.2727272727272725,12.727272727272727,0.5714285714285714
1220,20,7,C,G1S,21.25,1.25,5.625,20.0,0.0625
1221,21,7,B,G1S,18.125,6.875,4.375,11.25,0.6111111111111112
1222,22,7,D,G2,4.545454545454545,3.6363636363636362,0.9090909090909091,0.9090909090909087,1.0
1223,23,7,C,G1D,14.285714285714286,2.857142857142857,5.0,11.428571428571429,0.25
1224,24,7,D,G3,27.826086956521742,7.619047619047619,7.82608695652174,20.20703933747412,0.3770491803278688
1225,25,7,B,G3,21.73913043478261,3.8095238095238093,0.0,17.9296066252588,0.21247113163972287
1226,26,7,D,G1S,16.875,5.0,0.625,11.875,0.42105263157894735
1227,27,7,A,G2,16.363636363636363,8.181818181818182,0.0,8.181818181818182,1.0
1228,28,7,A,G3,22.608695652173914,5.714285714285714,2.608695652173913,16.8944099378882,0.3382352941176471
1229,29,7,C,G1D,3.5714285714285716,0.7142857142857143,1.4285714285714286,2.857142857142857,0.25
1230,30,7,D,G3,26.956521739130437,9.523809523809524,1.7391304347826089,17.43271221532091,0.5463182897862232
1231,31,7,D,G3,13.913043478260871,3.8095238095238093,8.695652173913045,10.10351966873706,0.3770491803278688
1232,32,7,A,G3,24.347826086956523,9.523809523809524,6.9565217391304355,14.824016563147,0.6424581005586592
1233,33,7,A,G1D,12.142857142857144,0.0,0.7142857142857143,12.142857142857144,0.0
1234,34,7,A,G1S,6.25,5.0,4.375,1.25,1.0
1235,35,7,B,G2,13.636363636363635,4.545454545454545,9.09090909090909,9.09090909090909,0.5
1236,36,7,A,G1D,11.428571428571429,2.857142857142857,6.428571428571429,8.571428571428571,0.33333333333333337
1237,37,7,B,G3,17.39130434782609,1.9047619047619047,6.9565217391304355,15.486542443064184,0.12299465240641709
1238,38,7,A,G3,26.956521739130437,4.761904761904762,2.608695652173913,22.194616977225675,0.21455223880597013
1239,39,7,B,G2,3.6363636363636362,8.181818181818182,9.09090909090909,11.0,0.0
1240,40,7,A,G3,0.8695652173913044,6.666666666666666,5.217391304347826,12.0,0.0
1241,41,7,D,G1S,13.75,6.875,5.625,6.875,1.0
1242,42,7,B,G3,34.78260869565218,10.476190476190476,4.347826086956522,24.306418219461705,0.4310051107325382
1243,43,7,C,G2,27.27272727272727,4.545454545454545,1.8181818181818181,22.727272727272727,0.19999999999999998
1244,44,7,B,G1D,20.0,5.0,5.714285714285714,15.0,0.3333333333333333
1245,45,7,B,G1S,4.375,4.375,0.0,4.0,0.0
1246,46,7,C,G1S,24.375,2.5,0.0,21.875,0.11428571428571428
1247,47,7,C,G1D,15.000000000000002,3.5714285714285716,6.428571428571429,11.42857142857143,0.31249999999999994
1248,48,7,C,G1D,12.142857142857144,4.285714285714286,3.5714285714285716,7.8571428571428585,0.5454545454545453
1249,49,7,C,G1D,20.714285714285715,5.0,2.142857142857143,15.714285714285715,0.3181818181818182
1250,50,7,B,G3,10.434782608695652,0.0,6.086956521739131,10.434782608695652,0.0
1251,51,7,A,G1D,22.142857142857146,0.7142857142857143,2.142857142857143,21.42857142857143,0.03333333333333333
1252,52,7,D,G3,18.260869565217394,1.9047619047619047,6.086956521739131,16.35610766045549,0.11645569620253161
1253,53,7,B,G1S,18.125,3.125,5.0,15.0,0.20833333333333334
1254,54,7,A,G1D,3.5714285714285716,3.5714285714285716,2.857142857142857,7.0,0.0
1255,55,7,C,G3,13.043478260869566,0.0,4.347826086956522,13.043478260869566,0.0
1256,56,7,C,G3,26.956521739130437,8.571428571428571,6.086956521739131,18.385093167701868,0.46621621621621606
1257,57,7,D,G2,10.909090909090908,3.6363636363636362,1.8181818181818181,7.272727272727272,0.5000000000000001
1258,58,7,A,G1S,16.875,6.25,1.25,10.625,0.5882352941176471
1259,59,7,B,G2,8.181818181818182,3.6363636363636362,0.9090909090909091,4.545454545454545,0.8
1260,60,7,A,G1D,12.857142857142858,3.5714285714285716,6.428571428571429,9.285714285714286,0.3846153846153846
1261,61,7,C,G1S,9.375,4.375,5.625,5.0,0.875
1262,62,7,C,G3,20.869565217391305,7.619047619047619,9.56521739130435,13.250517598343686,0.575
1263,63,7,B,G3,13.913043478260871,2.857142857142857,3.4782608695652177,11.055900621118013,0.2584269662921348
1264,64,7,B,G3,8.695652173913045,0.0,0.0,8.695652173913045,0.0
1265,65,7,C,G1D,13.571428571428573,5.714285714285714,2.142857142857143,7.8571428571428585,0.7272727272727272
1266,66,7,A,G1S,24.375,2.5,6.875,21.875,0.11428571428571428
1267,67,7,C,G3,20.869565217391305,0.0,8.695652173913045,20.869565217391305,0.0
1268,68,7,D,G2,28.18181818181818,10.0,8.181818181818182,18.18181818181818,0.55
1269,69,7,A,G3,17.39130434782609,1.9047619047619047,3.4782608695652177,15.486542443064184,0.12299465240641709
1270,70,7,D,G2,5.454545454545454,2.727272727272727,4.545454545454545,2.727272727272727,1.0
1271,71,7,A,G3,37.39130434782609,7.619047619047619,4.347826086956522,29.772256728778473,0.2559109874826147
1272,72,7,D,G1D,17.857142857142858,6.428571428571429,0.0,11.428571428571429,0.5625
1273,73,7,B,G1S,12.5,2.5,4.375,10.0,0.25
1274,74,7,D,G1D,27.142857142857146,2.857142857142857,5.0,24.28571428571429,0.1176470588235294
1275,75,7,A,G2,9.09090909090909,8.181818181818182,0.9090909090909091,0.9090909090909083,1.0
1276,76,7,A,G1S,10.625,4.375,2.5,6.25,0.7
1277,77,7,C,G1D,25.0,2.857142857142857,2.857142857142857,22.142857142857142,0.12903225806451613
1278,78,7,B,G1D,18.571428571428573,6.428571428571429,1.4285714285714286,12.142857142857144,0.5294117647058824
1279,79,7,A,G2,2.727272727272727,9.09090909090909,9.09090909090909,11.0,0.0
1280,80,7,D,G2,0.0,2.727272727272727,0.9090909090909091,11.0,0.0
1281,81,7,A,G3,34.78260869565218,6.666666666666666,8.695652173913045,28.115942028985515,0.23711340206185558
1282,82,7,C,G1D,30.000000000000004,7.142857142857143,5.714285714285714,22.85714285714286,0.31249999999999994
1283,83,7,D,G1D,13.571428571428573,3.5714285714285716,5.0,10.000000000000002,0.3571428571428571
1284,84,7,C,G1D,0.0,2.857142857142857,5.0,7.0,0.0
1285,85,7,D,G1S,16.875,0.0,1.875,16.875,0.0
1286,86,7,D,G1S,11.25,1.875,0.625,9.375,0.2
1287,87,7,B,G2,35.45454545454545,9.09090909090909,9.09090909090909,26.363636363636363,0.3448275862068965
1288,88,7,A,G2,5.454545454545454,6.363636363636363,0.9090909090909091,11.0,0.0
1289,89,7,B,G1S,18.125,6.875,0.0,11.25,0.6111111111111112
1290,90,7,B,G2,9.09090909090909,0.9090909090909091,2.727272727272727,8.181818181818182,0.1111111111111111
1291,91,7,D,G3,34.78260869565218,3.8095238095238093,6.9565217391304355,30.97308488612837,0.12299465240641709
1292,92,7,D,G1S,17.5,6.875,6.25,10.625,0.6470588235294118
1293,93,7,D,G2,7.2727272727272725,2.727272727272727,10.0,4.545454545454545,0.6
1294,94,7,B,G1D,5.0,4.285714285714286,0.7142857142857143,0.7142857142857144,1.0
1295,95,7,D,G2,28.18181818181818,6.363636363636363,8.181818181818182,21.818181818181817,0.2916666666666667
1296,96,7,A,G2,33.63636363636363,4.545454545454545,4.545454545454545,29.090909090909086,0.15625
1297,97,7,B,G1D,16.42857142857143,5.714285714285714,5.0,10.714285714285715,0.5333333333333333
1298,98,7,C,G1S,1.875,0.0,1.875,1.875,0.0
1299,99,7,B,G3,23.47826086956522,7.619047619047619,6.9565217391304355,15.8592132505176,0.4804177545691905
1300,100,7,B,G1S,1.875,0.0,2.5,1.875,0.0
1301,101,7,B,G1D,0.7142857142857143,4.285714285714286,6.428571428571429,7.0,0.0
1302,102,7,A,G1D,25.0,5.714285714285714,7.142857142857143,19.285714285714285,0.29629629629629634
1303,103,7,C,G1S,13.125,3.75,5.625,9.375,0.4
1304,104,7,D,G1D,13.571428571428573,7.857142857142858,2.142857142857143,5.714285714285715,1.0
1305,105,7,D,G1D,11.428571428571429,6.428571428571429,7.142857142857143,5.0,1.0
1306,106,7,A,G1D,27.142857142857146,4.285714285714286,7.857142857142858,22.85714285714286,0.18749999999999997
1307,107,7,D,G1D,2.142857142857143,4.285714285714286,0.7142857142857143,7.0,0.0
1308,108,7,C,G1D,4.285714285714286,5.0,4.285714285714286,7.0,0.0
1309,109,7,D,G1D,0.0,2.857142857142857,3.5714285714285716,7.0,0.0
1310,110,7,D,G2,33.63636363636363,7.2727272727272725,5.454545454545454,26.36363636363636,0.2758620689655173
1311,111,7,C,G3,19.1304347826087,7.619047619047619,7.82608695652174,11.51138716356108,0.6618705035971221
1312,112,7,A,G2,0.0,9.09090909090909,5.454545454545454,11.0,0.0
1313,113,7,B,G1S,1.25,3.75,1.25,4.0,0.0
1314,114,7,D,G2,32.72727272727273,5.454545454545454,4.545454545454545,27.272727272727273,0.19999999999999998
1315,115,7,C,G3,26.956521739130437,6.666666666666666,0.0,20.289855072463773,0.32857142857142846
1316,116,7,D,G2,30.909090909090907,0.9090909090909091,1.8181818181818181,29.999999999999996,0.030303030303030307
1317,117,7,B,G1D,21.42857142857143,7.857142857142858,7.142857142857143,13.571428571428573,0.5789473684210527
1318,118,7,D,G1D,3.5714285714285716,7.857142857142858,2.142857142857143,7.0,0.0
1319,119,7,A,G1S,8.75,6.875,0.625,1.875,1.0
1320,120,7,B,G1D,6.428571428571429,0.0,7.857142857142858,6.428571428571429,0.0
1321,121,7,B,G2,10.0,9.09090909090909,10.0,0.9090909090909101,1.0
1322,122,7,D,G3,14.782608695652176,5.714285714285714,2.608695652173913,9.06832298136646,0.6301369863013698
1323,123,7,C,G1S,11.875,6.25,3.75,5.625,1.0
1324,124,7,D,G1D,4.285714285714286,2.857142857142857,4.285714285714286,1.4285714285714284,1.0
1325,125,7,D,G1S,19.375,5.625,6.25,13.75,0.4090909090909091
1326,126,7,B,G3,15.65217391304348,10.476190476190476,8.695652173913045,5.175983436853004,1.0
1327,127,7,A,G3,23.47826086956522,4.761904761904762,9.56521739130435,18.716356107660456,0.25442477876106195
1328,128,7,D,G1D,2.857142857142857,2.142857142857143,7.857142857142858,0.7142857142857144,1.0
1329,129,7,A,G2,28.18181818181818,9.09090909090909,3.6363636363636362,19.09090909090909,0.47619047619047616
1330,130,7,C,G1S,0.625,0.0,5.625,0.625,0.0
1331,131,7,D,G3,19.1304347826087,2.857142857142857,5.217391304347826,16.27329192546584,0.17557251908396945
1332,132,7,A,G1S,5.0,2.5,4.375,2.5,1.0
1333,133,7,B,G1D,5.0,4.285714285714286,3.5714285714285716,0.7142857142857144,1.0
1334,134,7,B,G1D,22.857142857142858,6.428571428571429,7.857142857142858,16.42857142857143,0.3913043478260869
1335,135,7,D,G2,22.727272727272727,6.363636363636363,8.181818181818182,16.363636363636363,0.3888888888888889
1336,136,7,B,G1S,24.375,5.0,1.25,19.375,0.25806451612903225
1337,137,7,D,G1D,7.857142857142858,4.285714285714286,7.142857142857143,3.571428571428572,1.0
1338,138,7,A,G2,33.63636363636363,9.09090909090909,4.545454545454545,24.545454545454543,0.37037037037037035
1339,139,7,A,G2,0.9090909090909091,4.545454545454545,6.363636363636363,11.0,0.0
1340,140,7,A,G1D,26.42857142857143,2.857142857142857,3.5714285714285716,23.571428571428573,0.1212121212121212
1341,141,7,A,G1S,5.0,2.5,4.375,2.5,1.0
1342,142,7,C,G1D,27.857142857142858,0.7142857142857143,7.857142857142858,27.142857142857142,0.026315789473684213
1343,143,7,D,G2,21.818181818181817,6.363636363636363,0.0,15.454545454545453,0.411764705882353
1344,144,7,B,G3,10.434782608695652,6.666666666666666,0.8695652173913044,3.7681159420289863,1.0
1345,145,7,A,G2,20.0,3.6363636363636362,0.0,16.363636363636363,0.2222222222222222
1346,146,7,C,G2,20.909090909090907,7.2727272727272725,3.6363636363636362,13.636363636363633,0.5333333333333334
1347,147,7,C,G3,10.434782608695652,2.857142857142857,6.9565217391304355,7.577639751552795,0.3770491803278689
1348,148,7,A,G1S,17.5,2.5,0.625,15.0,0.16666666666666666
1349,149,7,B,G2,23.636363636363633,5.454545454545454,6.363636363636363,18.18181818181818,0.3
1350,150,7,B,G1D,1.4285714285714286,5.714285714285714,0.0,7.0,0.0
1351,151,7,D,G1D,22.857142857142858,0.0,2.142857142857143,22.857142857142858,0.0
1352,152,7,D,G1S,20.0,1.875,0.0,18.125,0.10344827586206896
1353,153,7,C,G1S,20.625,4.375,3.75,16.25,0.2692307692307692
1354,154,7,B,G2,23.636363636363633,4.545454545454545,5.454545454545454,19.090909090909086,0.23809523809523814
1355,155,7,A,G2,10.909090909090908,0.9090909090909091,0.9090909090909091,10.0,0.09090909090909091
1356,156,7,A,G1D,17.142857142857142,3.5714285714285716,5.0,13.571428571428571,0.26315789473684215
1357,157,7,A,G1S,6.875,0.0,3.125,6.875,0.0
1358,158,7,B,G2,7.2727272727272725,3.6363636363636362,6.363636363636363,3.6363636363636362,1.0
1359,159,7,B,G1D,16.42857142857143,7.857142857142858,2.142857142857143,8.571428571428573,0.9166666666666665
1360,160,7,D,G2,12.727272727272727,6.363636363636363,7.2727272727272725,6.363636363636363,1.0
1361,161,7,A,G1D,30.000000000000004,1.4285714285714286,1.4285714285714286,28.571428571428577,0.04999999999999999
1362,162,7,B,G2,22.727272727272727,8.181818181818182,2.727272727272727,14.545454545454545,0.5625
1363,163,7,D,G3,26.956521739130437,4.761904761904762,1.7391304347826089,22.194616977225675,0.21455223880597013
1364,164,7,A,G1D,8.571428571428571,1.4285714285714286,2.857142857142857,7.142857142857142,0.2
1365,165,7,B,G1S,11.25,5.0,1.25,6.25,0.8
1366,166,7,B,G2,20.909090909090907,6.363636363636363,5.454545454545454,14.545454545454543,0.43750000000000006
1367,167,7,D,G1D,21.42857142857143,7.142857142857143,0.0,14.285714285714288,0.49999999999999994
1368,168,7,B,G1D,30.714285714285715,0.0,7.142857142857143,30.714285714285715,0.0
1369,169,7,A,G1D,4.285714285714286,7.142857142857143,1.4285714285714286,7.0,0.0
1370,170,7,C,G1D,28.571428571428573,1.4285714285714286,1.4285714285714286,27.142857142857146,0.05263157894736842
1371,171,7,D,G3,0.8695652173913044,0.9523809523809523,8.695652173913045,12.0,0.0
1372,172,7,D,G1S,24.375,4.375,1.25,20.0,0.21875
1373,173,7,D,G3,6.086956521739131,0.9523809523809523,1.7391304347826089,5.134575569358178,0.1854838709677419
1374,174,7,A,G1D,12.142857142857144,5.714285714285714,5.0,6.42857142857143,0.8888888888888887
1375,175,7,A,G3,29.56521739130435,3.8095238095238093,3.4782608695652177,25.75569358178054,0.14790996784565913
1376,176,7,A,G2,0.0,4.545454545454545,6.363636363636363,11.0,0.0
1377,177,7,A,G2,24.545454545454543,4.545454545454545,10.0,20.0,0.22727272727272724
1378,178,7,C,G3,3.4782608695652177,4.761904761904762,0.8695652173913044,12.0,0.0
1379,179,7,B,G1D,25.0,7.857142857142858,4.285714285714286,17.142857142857142,0.45833333333333337
1380,180,7,A,G1D,14.285714285714286,7.857142857142858,1.4285714285714286,6.428571428571429,1.0
1381,181,7,B,G3,7.82608695652174,1.9047619047619047,5.217391304347826,5.921325051759835,0.3216783216783216
1382,182,7,A,G1D,30.000000000000004,1.4285714285714286,0.7142857142857143,28.571428571428577,0.04999999999999999
1383,183,7,A,G3,14.782608695652176,0.0,0.8695652173913044,14.782608695652176,0.0
1384,184,7,B,G1D,14.285714285714286,3.5714285714285716,2.142857142857143,10.714285714285715,0.3333333333333333
1385,185,7,A,G3,15.65217391304348,2.857142857142857,0.8695652173913044,12.795031055900623,0.2233009708737864
1386,186,7,D,G1D,25.714285714285715,1.4285714285714286,5.0,24.28571428571429,0.0588235294117647
1387,187,7,C,G1D,12.142857142857144,2.857142857142857,5.0,9.285714285714286,0.30769230769230765
1388,188,7,C,G2,29.09090909090909,7.2727272727272725,3.6363636363636362,21.818181818181817,0.33333333333333337
1389,189,7,B,G1S,15.625,1.875,5.625,13.75,0.13636363636363635
1390,190,7,D,G3,16.521739130434785,6.666666666666666,1.7391304347826089,9.855072463768119,0.6764705882352938
1391,191,7,C,G2,7.2727272727272725,8.181818181818182,7.2727272727272725,11.0,0.0
1392,192,7,C,G2,37.272727272727266,8.181818181818182,5.454545454545454,29.090909090909086,0.28125000000000006
1393,193,7,D,G1D,5.714285714285714,5.0,0.7142857142857143,0.7142857142857144,1.0
1394,194,7,A,G2,6.363636363636363,9.09090909090909,0.9090909090909091,11.0,0.0
1395,195,7,B,G2,19.09090909090909,0.9090909090909091,10.0,18.18181818181818,0.05
1396,196,7,B,G1D,12.857142857142858,2.142857142857143,2.857142857142857,10.714285714285715,0.19999999999999998
1397,197,7,D,G1D,10.0,2.857142857142857,5.0,7.142857142857142,0.4
1398,198,7,A,G1S,13.125,4.375,4.375,8.75,0.5
1399,199,7,C,G1D,19.28571428571429,6.428571428571429,0.7142857142857143,12.85714285714286,0.49999999999999994
1400,0,8,B,G1S,3.125,5.625,6.25,4.0,0.0
1401,1,8,D,G1D,7.142857142857143,2.142857142857143,4.285714285714286,5.0,0.42857142857142855
1402,2,8,B,G1S,13.125,6.875,6.875,6.25,1.0
1403,3,8,C,G3,0.0,4.761904761904762,6.9565217391304355,12.0,0.0
1404,4,8,A,G1S,5.0,3.125,6.25,1.875,1.0
1405,5,8,B,G1S,8.75,3.75,6.875,5.0,0.75
1406,6,8,D,G1D,27.857142857142858,1.4285714285714286,7.142857142857143,26.42857142857143,0.05405405405405405
1407,7,8,D,G2,10.0,1.8181818181818181,10.0,8.181818181818182,0.2222222222222222
1408,8,8,C,G1D,8.571428571428571,0.7142857142857143,6.428571428571429,7.857142857142857,0.09090909090909091
1409,9,8,B,G1D,12.857142857142858,5.0,0.7142857142857143,7.857142857142858,0.6363636363636364
1410,10,8,A,G1S,23.75,5.625,5.625,18.125,0.3103448275862069
1411,11,8,C,G1S,25.625,0.0,1.875,25.625,0.0
1412,12,8,C,G2,20.0,6.363636363636363,7.2727272727272725,13.636363636363637,0.4666666666666666
1413,13,8,D,G1D,28.571428571428573,5.0,5.0,23.571428571428573,0.2121212121212121
1414,14,8,D,G1D,30.714285714285715,0.7142857142857143,1.4285714285714286,30.0,0.02380952380952381
1415,15,8,B,G1S,21.875,5.0,4.375,16.875,0.2962962962962963
1416,16,8,B,G1S,2.5,0.625,5.0,1.875,0.3333333333333333
1417,17,8,C,G1D,25.714285714285715,3.5714285714285716,4.285714285714286,22.142857142857142,0.16129032258064518
1418,18,8,D,G1S,15.625,6.875,0.625,8.75,0.7857142857142857
1419,19,8,C,G2,17.27272727272727,0.0,10.0,17.27272727272727,0.0
1420,20,8,C,G1S,14.375,2.5,0.0,11.875,0.21052631578947367
1421,21,8,B,G1S,22.5,1.25,1.25,21.25,0.058823529411764705
1422,22,8,D,G2,33.63636363636363,3.6363636363636362,5.454545454545454,29.999999999999996,0.12121212121212123
1423,23,8,C,G1D,20.0,7.142857142857143,0.0,12.857142857142858,0.5555555555555556
1424,24,8,D,G3,33.913043478260875,0.0,7.82608695652174,33.913043478260875,0.0
1425,25,8,B,G3,6.9565217391304355,3.8095238095238093,8.695652173913045,3.146997929606626,1.0
1426,26,8,D,G1S,1.875,6.25,3.75,4.0,0.0
1427,27,8,A,G2,3.6363636363636362,10.0,2.727272727272727,11.0,0.0
1428,28,8,A,G3,14.782608695652176,0.0,6.9565217391304355,14.782608695652176,0.0
1429,29,8,C,G1D,9.285714285714286,7.142857142857143,6.428571428571429,2.1428571428571432,1.0
1430,30,8,D,G3,8.695652173913045,3.8095238095238093,2.608695652173913,4.8861283643892355,0.7796610169491522
1431,31,8,D,G3,30.434782608695656,7.619047619047619,6.9565217391304355,22.815734989648035,0.33393829401088926
1432,32,8,A,G3,4.347826086956522,3.8095238095238093,9.56521739130435,0.5383022774327131,1.0
1433,33,8,A,G1D,2.857142857142857,5.714285714285714,1.4285714285714286,7.0,0.0
1434,34,8,A,G1S,15.0,5.0,5.0,10.0,0.5
1435,35,8,B,G2,0.0,0.0,0.9090909090909091,11.0,0.0
1436,36,8,A,G1D,26.42857142857143,2.857142857142857,7.142857142857143,23.571428571428573,0.1212121212121212
1437,37,8,B,G3,4.347826086956522,6.666666666666666,0.0,12.0,0.0
1438,38,8,A,G3,36.52173913043479,0.9523809523809523,9.56521739130435,35.56935817805384,0.026775320139697315
1439,39,8,B,G2,16.363636363636363,0.0,3.6363636363636362,16.363636363636363,0.0
1440,40,8,A,G3,28.695652173913047,7.619047619047619,1.7391304347826089,21.076604554865426,0.36149312377210213
1441,41,8,D,G1S,19.375,5.625,2.5,13.75,0.4090909090909091
1442,42,8,B,G3,26.086956521739133,0.9523809523809523,0.8695652173913044,25.13457556935818,0.03789126853377265
1443,43,8,C,G2,32.72727272727273,6.363636363636363,0.0,26.363636363636363,0.24137931034482757
1444,44,8,B,G1D,10.714285714285715,7.857142857142858,7.857142857142858,2.8571428571428577,1.0
1445,45,8,B,G1S,25.625,1.875,4.375,23.75,0.07894736842105263
1446,46,8,C,G1S,5.625,6.875,4.375,4.0,0.0
1447,47,8,C,G1D,5.0,5.0,1.4285714285714286,7.0,0.0
1448,48,8,C,G1D,27.142857142857146,2.857142857142857,3.5714285714285716,24.28571428571429,0.1176470588235294
1449,49,8,C,G1D,17.142857142857142,5.0,7.857142857142858,12.142857142857142,0.411764705882353
1450,50,8,B,G3,25.217391304347828,0.9523809523809523,0.8695652173913044,24.265010351966875,0.039249146757679175
1451,51,8,A,G1D,15.714285714285715,6.428571428571429,3.5714285714285716,9.285714285714286,0.6923076923076923
1452,52,8,D,G3,16.521739130434785,7.619047619047619,9.56521739130435,8.902691511387166,0.8558139534883717
1453,53,8,B,G1S,20.625,3.75,6.875,16.875,0.2222222222222222
1454,54,8,A,G1D,20.714285714285715,0.7142857142857143,2.142857142857143,20.0,0.03571428571428571
1455,55,8,C,G3,0.8695652173913044,8.571428571428571,1.7391304347826089,12.0,0.0
1456,56,8,C,G3,16.521739130434785,3.8095238095238093,0.0,12.712215320910975,0.29967426710097717
1457,57,8,D,G2,11.818181818181817,4.545454545454545,6.363636363636363,7.272727272727272,0.625
1458,58,8,A,G1S,11.25,5.0,1.875,6.25,0.8
1459,59,8,B,G2,10.0,0.0,0.0,10.0,0.0
1460,60,8,A,G1D,15.000000000000002,7.142857142857143,2.142857142857143,7.8571428571428585,0.909090909090909
1461,61,8,C,G1S,23.125,0.625,0.625,22.5,0.027777777777777776
1462,62,8,C,G3,33.913043478260875,8.571428571428571,0.8695652173913044,25.341614906832305,0.33823529411764697
1463,63,8,B,G3,30.434782608695656,3.8095238095238093,6.086956521739131,26.625258799171846,0.1430793157076205
1464,64,8,B,G3,15.65217391304348,9.523809523809524,6.086956521739131,6.1283643892339565,1.0
1465,65,8,C,G1D,5.714285714285714,0.7142857142857143,2.857142857142857,5.0,0.14285714285714285
1466,66,8,A,G1S,1.25,0.625,1.875,0.625,1.0
1467,67,8,C,G3,9.56521739130435,3.8095238095238093,0.0,5.75569358178054,0.6618705035971221
1468,68,8,D,G2,35.45454545454545,10.0,4.545454545454545,25.454545454545453,0.3928571428571429
1469,69,8,A,G3,12.173913043478262,0.9523809523809523,9.56521739130435,11.221532091097309,0.08487084870848707
1470,70,8,D,G2,4.545454545454545,1.8181818181818181,6.363636363636363,2.7272727272727266,0.6666666666666669
1471,71,8,A,G3,37.39130434782609,6.666666666666666,7.82608695652174,30.72463768115943,0.21698113207547162
1472,72,8,D,G1D,25.714285714285715,0.0,0.7142857142857143,25.714285714285715,0.0
1473,73,8,B,G1S,7.5,0.0,3.125,7.5,0.0
1474,74,8,D,G1D,6.428571428571429,0.7142857142857143,4.285714285714286,5.714285714285714,0.125
1475,75,8,A,G2,36.36363636363636,0.9090909090909091,3.6363636363636362,35.45454545454545,0.02564102564102564
1476,76,8,A,G1S,1.25,1.25,5.625,4.0,0.0
1477,77,8,C,G1D,20.0,0.0,6.428571428571429,20.0,0.0
1478,78,8,B,G1D,15.714285714285715,5.714285714285714,7.142857142857143,10.0,0.5714285714285714
1479,79,8,A,G2,28.18181818181818,10.0,9.09090909090909,18.18181818181818,0.55
